query_id,user_id,timestamp,device_type,query_text,language,intent,location,query_duration_sec,num_words,is_successful,confidence_score,device_os_version
413,a53bc024-d1a6-4d87-b54e-2019ba35844e,2025-02-27 08:34:08,tablet,Buy new headphones,French,shopping,Tokyo,1.93,3.0,True,0.71,Android 10
414,4187222b-257d-4e52-9a51-65ca3c7c1d85,2025-03-18 14:42:23,smartphone,Add milk to shopping list,French,shopping,Los Angeles,7.56,5.0,,0.54,iOS 14
415,c29d782b-2722-496e-9a36-d1ec2c6a6e9a,2025-01-30 06:20:36,car assistant,Find nearest coffee shop,French,navigation,London,5.66,4.0,True,0.79,iOS 14
416,a0c14035-c5d9-4f51-b387-e1bd2d5972c6,2025-07-11 21:30:16,smartwatch,Who is the lead actor in Inception?,English,entertainment,Los Angeles,3.5,7.0,True,0.96,iOS 14
417,c2874f06-9050-47ef-8123-5c9176c5a0dc,2025-06-24 08:06:00,tablet,Add milk to shopping list,English,shopping,London,8.1,5.0,False,0.56,iOS 15
418,9082889b-e1cd-487f-ac95-5f87ae5ec365,2025-05-06 12:31:08,smartphone,Navigate to airport,Mandarin,navigation,Shanghai,5.23,3.0,True,0.89,Android 11
419,50ee7a92-a091-41e0-b891-b0c3dd3f487e,2025-02-28 15:01:29,smart speaker,Turn off the lights,Mandarin,command,Paris,7.36,4.0,True,0.89,iOS 14
420,71348c2a-780b-4657-917b-355b70944bdb,2025-04-28 14:29:27,smartwatch,Show me comedy shows,French,entertainment,New York,5.14,4.0,,0.86,
421,0e614bcd-9767-4900-8651-0367cbdc4318,2025-05-17 16:20:21,smartphone,Recommend a podcast,French,entertainment,London,9.12,3.0,True,0.75,
422,7634c169-4f76-4388-92fe-28bf81e0d489,2025-06-25 12:08:33,smart speaker,Turn off the lights,Mandarin,command,Tokyo,8.51,4.0,True,0.95,iOS 14
423,d4ea120a-5e65-4654-8e90-58b609a0a0f6,2025-04-22 11:45:06,smart speaker,Order me a pizza,English,shopping,Tokyo,4.5,4.0,True,0.62,Android 10
424,fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,2025-02-05 01:37:27,smartwatch,Who is the lead actor in Inception?,Spanish,entertainment,Tokyo,6.94,7.0,True,0.78,Android 10
425,626d719d-81cf-4252-9815-9d6c9d713084,2025-06-29 16:47:06,smart speaker,Turn off the lights,Hindi,command,Paris,6.29,4.0,,0.64,iOS 14
426,cab4923b-f448-4385-8de7-ad6c949077c2,2025-01-16 22:21:33,car assistant,Set an alarm for 7 AM,French,command,Paris,7.74,6.0,True,0.59,
427,925817b7-cf50-4889-a8b7-7f7b7321bf6b,2025-03-15 02:31:08,smartphone,Play latest movie trailers,Hindi,entertainment,Tokyo,3.07,4.0,,0.89,Android 11
428,80599b93-79c2-42e4-9ae1-a991524f93ff,2025-02-28 14:07:37,smartwatch,Define artificial intelligence,Hindi,information,New York,6.37,3.0,,0.6,
429,1a7f195b-7355-4b9d-8fd6-f47ef52d4af2,2025-05-14 09:04:19,smartwatch,Find nearby clothing stores,Hindi,shopping,London,7.12,4.0,True,0.99,iOS 15
430,812a1f9b-1596-4802-b6dd-6257fb7d9f1c,2025-03-09 00:21:56,car assistant,Find nearest coffee shop,English,navigation,Delhi,1.48,4.0,True,0.62,Android 11
431,7010ed13-b526-422d-bf6c-21f70a0537f0,2025-06-20 15:42:28,smartphone,Set an alarm for 7 AM,Hindi,command,Tokyo,2.63,6.0,,0.55,
432,28a39779-9c1c-4517-85d2-d0a686295b5d,2025-05-22 07:46:29,smart speaker,Recommend a podcast,English,entertainment,Los Angeles,1.71,3.0,True,0.52,iOS 15
433,632dbb5e-486b-46bf-aafd-e7d95f733a3e,2025-06-08 18:00:24,car assistant,Show me comedy shows,Hindi,entertainment,Paris,4.46,4.0,True,0.79,
434,990f0c5b-adcc-4daf-969f-3ab3c6435300,2025-01-21 08:04:55,smart speaker,Play latest movie trailers,French,entertainment,Shanghai,6.44,4.0,True,0.72,iOS 15
435,55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,2025-01-26 14:20:34,smart speaker,Play my favorite song,Mandarin,command,Tokyo,8.0,4.0,True,0.85,Android 11
436,adaa44ca-8ed6-4d5e-9831-8aa354669d19,2025-05-31 03:02:22,smartwatch,Show me comedy shows,Spanish,entertainment,New York,5.15,4.0,False,0.57,
437,da003f16-b946-4bcf-8082-cbb948bddb3e,2025-02-28 09:34:51,smartphone,Directions to nearest gas station,Spanish,navigation,Delhi,8.26,5.0,True,0.66,iOS 14
438,a9e27ba9-952e-4abb-94dd-5061555736f8,2025-02-24 22:12:28,car assistant,Turn off the lights,Hindi,command,London,2.24,4.0,True,0.63,iOS 14
439,f7baf55e-4f6b-48c8-998d-daeceaafe543,2025-06-02 05:18:47,smartphone,How to get to Central Park,French,navigation,New York,1.59,6.0,False,0.92,Android 11
440,f020e992-b576-455e-9854-9f222102f9c9,2025-02-02 21:38:18,smart speaker,Who won the game last night?,Mandarin,information,Delhi,4.89,6.0,True,0.52,Android 11
441,a4bbf962-606e-4e1c-8f15-84494f40c22f,2025-05-08 13:37:24,smartwatch,Directions to nearest gas station,Hindi,navigation,Tokyo,5.77,5.0,True,0.78,
442,b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,2025-07-24 10:20:29,smart speaker,Tell me news headlines,English,information,Tokyo,4.93,4.0,False,0.56,iOS 14
443,6c645c15-aba3-41cb-a561-e1e917ec889c,2025-07-17 11:27:22,smart speaker,Find nearest coffee shop,Hindi,navigation,London,1.69,4.0,True,0.79,Android 11
444,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,2025-03-12 00:10:19,smartphone,What's the weather like today?,Spanish,information,Paris,4.82,5.0,True,0.9,iOS 14
445,f29a6339-577b-455a-b6d5-5494f37fd50d,2025-07-08 20:22:24,smartwatch,What's the weather like today?,Hindi,information,New York,2.39,5.0,False,0.96,Android 10
446,23377bbc-fffe-47c8-b9fe-b99c31274148,2025-03-02 04:11:37,tablet,Play latest movie trailers,Hindi,entertainment,Paris,6.34,4.0,True,0.59,iOS 15
447,c9c23e69-d82c-4565-8bb9-07ec13c11754,2025-02-09 06:42:00,smart speaker,Play my favorite song,Hindi,command,Los Angeles,5.73,4.0,True,0.81,
448,d5ca69ab-8a2e-4a93-8558-0bb281f7f3fb,2025-07-24 11:37:49,smart speaker,Call Mom,Hindi,command,Shanghai,3.12,2.0,True,0.53,Android 11
449,e05b46c5-5636-4094-a974-31db09a9d1c1,2025-02-20 21:27:56,tablet,Navigate to airport,Spanish,navigation,Paris,3.97,3.0,True,0.62,
450,29890880-277d-4be9-a070-b6a198e52499,2025-03-12 05:36:23,smartphone,Show me comedy shows,Hindi,entertainment,Shanghai,2.88,4.0,True,0.67,
451,9feefdff-c566-4a81-b15e-54f6d4d30795,2025-03-06 06:56:12,car assistant,Call Mom,Mandarin,command,Los Angeles,4.87,2.0,True,0.66,iOS 15
452,692e07b6-0b2f-4d5c-b00b-5d5fb89f72f3,2025-05-22 11:30:59,smartphone,Set an alarm for 7 AM,Hindi,command,Shanghai,6.91,6.0,,0.88,iOS 15
453,f836f571-3cce-476c-b836-c448ad261ec5,2025-06-22 12:13:55,smart speaker,Who won the game last night?,Spanish,information,London,3.03,6.0,True,0.91,iOS 14
454,bfa016c2-c09c-4506-88f1-096d9c4ffb46,2025-06-24 08:18:42,smart speaker,Track my Amazon order,Mandarin,shopping,Tokyo,6.01,4.0,False,0.59,
455,4f3949a8-3d3a-4582-88b4-f4743be79df4,2025-07-02 03:32:32,smartwatch,Open the calendar,English,command,Paris,3.94,3.0,,0.97,
456,5e2ad32d-31ab-4b56-95c9-fdc7e76adca9,2025-06-21 02:39:55,smart speaker,Find nearby clothing stores,Hindi,shopping,Shanghai,3.41,4.0,,0.59,iOS 14
457,c7332304-4822-4120-84f9-eccd7630a8a7,2025-05-29 07:18:32,smartphone,Who won the game last night?,French,information,Los Angeles,4.79,6.0,True,0.76,iOS 14
458,f75d599f-6b2d-4b09-8707-9ad480be7e35,2025-03-04 22:29:29,smartwatch,Find nearby clothing stores,Spanish,shopping,London,2.93,4.0,False,0.96,Android 11
459,9acb394a-cd1f-4318-b31f-63fbd11fc8c0,2025-02-23 17:58:04,smartphone,Who won the game last night?,French,information,Paris,3.89,6.0,False,0.89,
460,a4244f23-0d5b-47cd-8000-35f0df7d0dd7,2025-07-06 15:25:46,smartwatch,How tall is the Eiffel Tower?,Hindi,information,Shanghai,2.6,6.0,True,0.67,Android 11
461,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,2025-02-09 20:12:20,smart speaker,Navigate to airport,Hindi,navigation,Paris,8.93,3.0,,0.59,
462,d9e604b3-8412-4335-988c-656db61e5fdb,2025-02-18 10:04:51,car assistant,Turn off the lights,French,command,Tokyo,5.07,4.0,False,0.69,Android 11
463,290a3abb-c35b-4fea-9578-d70948f9e3d0,2025-04-16 22:35:57,smart speaker,Directions to nearest gas station,French,navigation,Delhi,3.6,5.0,True,0.52,
464,25b8a42f-836b-45c7-a7c2-25da73069588,2025-06-19 21:32:23,smartwatch,Find nearby clothing stores,French,shopping,New York,5.43,4.0,True,0.57,iOS 14
465,38d77b9a-e916-4a57-b248-23ab177a8a5f,2025-06-25 04:49:03,smart speaker,Play my favorite song,Spanish,command,Paris,4.78,4.0,True,0.91,Android 11
466,06d3db93-ee33-488d-997e-6845e27718c5,2025-06-11 03:07:10,tablet,How tall is the Eiffel Tower?,Spanish,information,Los Angeles,4.56,6.0,True,0.68,iOS 14
467,5fbbf0b1-8083-49c8-a57e-01c90da23e5c,2025-04-02 13:36:39,smartphone,Tell me news headlines,Hindi,information,Paris,6.23,4.0,True,0.98,Android 10
468,5ffa46ef-14e4-480c-be99-36a362dbc850,2025-03-29 04:51:10,tablet,Show me comedy shows,French,entertainment,Delhi,6.52,4.0,True,0.91,
469,195d82f8-ee4a-4b5d-9195-54e307374c86,2025-05-11 05:07:57,smart speaker,Navigate to airport,English,navigation,Tokyo,3.94,3.0,True,0.65,Android 11
470,09ce3cfb-2339-4a19-a563-7cc3ca97ebf5,2025-04-22 09:54:35,smartwatch,What's the weather like today?,Mandarin,information,Los Angeles,3.85,5.0,True,0.58,iOS 14
471,b231c60b-78f2-4e6b-946b-415deada79a3,2025-02-23 21:38:29,car assistant,How tall is the Eiffel Tower?,French,information,Shanghai,4.45,6.0,True,0.85,Android 10
472,72d78bdd-7817-49ff-b49e-04ccc24369e7,2025-01-03 00:56:40,smart speaker,Track my Amazon order,Spanish,shopping,New York,1.1,4.0,False,0.99,Android 10
473,41843b03-04dd-4054-9448-23f7e7e646c7,2025-03-25 18:02:52,car assistant,Buy new headphones,Mandarin,shopping,London,1.97,3.0,False,0.55,Android 10
474,f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,2025-07-24 23:11:13,car assistant,Track my Amazon order,Spanish,shopping,New York,7.73,4.0,,0.5,iOS 14
475,49c10669-c6b3-4fe6-9c76-bdf66c5a6c93,2025-04-03 06:58:02,smartwatch,Track my Amazon order,Spanish,shopping,New York,8.29,4.0,True,0.6,Android 11
476,3d0a5f0c-0c39-4ec7-9f31-74054d183eba,2025-06-13 01:03:27,smartphone,Play latest movie trailers,Mandarin,entertainment,Tokyo,4.5,4.0,True,0.74,Android 11
477,750565f5-9f70-4368-8b3c-f8caa3925731,2025-01-25 09:24:18,smartphone,Track my Amazon order,Spanish,shopping,London,6.15,4.0,True,0.68,Android 10
478,7ff4cec6-e7b7-44c6-9631-2a801c612ec2,2025-07-28 04:23:00,smartphone,Call Mom,Hindi,command,London,5.62,2.0,False,0.92,
479,93364f7e-83ef-49f3-a1c7-cc8a04351b64,2025-04-04 23:01:36,smartphone,Directions to nearest gas station,English,navigation,Paris,11.16,5.0,,0.9,Android 10
480,6de299a1-4a90-4d0c-a4c1-73b9b7f28572,2025-01-01 14:34:50,car assistant,Route to home,English,navigation,Tokyo,7.24,3.0,True,0.91,Android 10
481,92170475-3d95-4e3f-9a52-26e69d642932,2025-06-11 18:41:29,car assistant,What's trending on Netflix?,Spanish,entertainment,Delhi,4.74,4.0,,0.54,iOS 14
482,15eacbcf-ab10-41ce-aa14-3cd82ff3cde4,2025-07-23 07:13:46,car assistant,Add milk to shopping list,French,shopping,Paris,3.09,5.0,True,0.57,Android 10
483,f4124360-1153-4e99-9c50-8720f982f4e0,2025-07-24 07:13:45,smart speaker,Find nearest coffee shop,Spanish,navigation,Los Angeles,1.79,4.0,True,0.71,Android 10
484,fd034ada-c952-4185-81e0-3a5e8b48f496,2025-07-17 03:23:07,smart speaker,Route to home,Mandarin,navigation,London,5.41,3.0,True,0.54,
485,df92a621-63f4-469d-8534-a1018ddce719,2025-07-02 13:58:35,tablet,Buy new headphones,Mandarin,shopping,Shanghai,3.49,3.0,True,0.96,iOS 14
486,fb25664d-630a-4767-a2bb-522b0b251279,2025-05-25 23:25:49,car assistant,Add milk to shopping list,Hindi,shopping,New York,2.16,5.0,True,0.57,
487,5b6a8102-0428-4378-bf50-23f440ef3935,2025-01-27 05:42:02,car assistant,Order me a pizza,English,shopping,Shanghai,3.71,4.0,True,0.89,
488,a837fe68-bba2-45ca-bdba-6da85844f9fc,2025-02-10 06:13:02,smartwatch,Show me comedy shows,Hindi,entertainment,Paris,2.84,4.0,True,0.79,Android 10
489,c1b5b5ca-bc35-46df-94f7-9dbac5811d2d,2025-05-10 03:17:53,smartphone,How to get to Central Park,Hindi,navigation,Los Angeles,8.37,6.0,True,0.8,Android 10
490,8bc78e81-5a30-4528-8b59-95622227219f,2025-05-12 11:29:20,smartphone,Show me comedy shows,Spanish,entertainment,New York,6.76,4.0,True,0.96,Android 11
491,d49405f0-2cd2-4404-a48e-40f1d0421dfa,2025-06-30 10:35:57,smartphone,Play my favorite song,Mandarin,command,London,4.98,4.0,True,0.93,iOS 14
492,a1b970d0-7a81-44de-b205-07bbfb16f757,2025-03-12 18:57:14,smart speaker,How to get to Central Park,Hindi,navigation,Tokyo,7.96,6.0,,0.63,Android 10
493,b74eba93-1027-4b53-a285-b2efcfbe4fe9,2025-06-27 17:52:58,car assistant,Who won the game last night?,Hindi,information,Los Angeles,5.15,6.0,True,0.87,
494,0b36e356-339b-47a8-8b1f-0d7b0977c513,2025-03-19 11:11:36,smartwatch,Define artificial intelligence,Spanish,information,New York,3.28,3.0,,0.85,Android 10
495,eef16694-50ca-432d-8aba-590ee2c328aa,2025-05-01 10:07:00,smart speaker,Add milk to shopping list,English,shopping,Los Angeles,8.05,5.0,False,0.94,iOS 15
496,d0be73ee-fd37-4539-a5f2-02f983f02dc7,2025-07-03 20:24:20,smartphone,Directions to nearest gas station,Hindi,navigation,New York,6.08,5.0,,0.85,Android 11
497,a59b457f-c0d7-4c73-895f-fa8140d92bce,2025-03-16 05:12:47,smartwatch,What's trending on Netflix?,Hindi,entertainment,Paris,2.93,4.0,True,0.84,iOS 15
498,c7e53bbb-dcb5-4c53-9b62-a8df493e904d,2025-01-19 13:33:57,smartwatch,What's trending on Netflix?,Hindi,entertainment,Los Angeles,4.62,4.0,True,0.79,Android 11
499,45f18619-54f9-4429-a7de-02ccdda4f4a7,2025-02-18 08:11:28,smartwatch,How to get to Central Park,English,navigation,London,3.25,6.0,True,0.69,iOS 15
500,e3b56360-6fdc-4bad-9e36-8127cca1b45c,2025-06-05 08:28:23,car assistant,Find nearest coffee shop,Spanish,navigation,Paris,2.23,4.0,False,0.63,Android 10
501,f4dbca07-e506-4670-b092-947dbe4969ec,2025-05-31 03:47:25,car assistant,What's the weather like today?,Hindi,information,Los Angeles,6.85,5.0,False,0.8,iOS 14
502,7f072cb9-2fd3-40c0-b945-f2fd56cb1ab0,2025-07-13 05:15:14,smart speaker,Open the calendar,Mandarin,command,Paris,8.82,3.0,,0.71,Android 10
503,84ef4324-cc1b-4157-ac9f-9c545e0a72ab,2025-04-14 14:01:01,smartwatch,Show me comedy shows,Spanish,entertainment,Delhi,2.2,4.0,,0.84,
504,6cac028c-ba22-4065-9526-0718cd180a82,2025-01-31 15:39:10,tablet,Order me a pizza,English,shopping,Shanghai,6.13,4.0,,0.78,
505,d284f54e-febe-40db-9a3a-61036e3c4532,2025-03-12 01:58:34,car assistant,Play my favorite song,English,command,Delhi,3.7,4.0,True,0.67,Android 11
506,1a43db54-523a-4993-8b34-46bc8ba435cc,2025-02-01 02:17:46,smartwatch,Play my favorite song,Mandarin,command,Los Angeles,4.03,4.0,False,0.76,iOS 15
507,4e76833a-4baf-4f5e-a932-009453f28f11,2025-06-23 04:14:10,smartphone,Track my Amazon order,Mandarin,shopping,Paris,3.82,4.0,False,0.86,Android 10
508,2aa93b43-6d15-416f-b7b8-c1a59a45693d,2025-06-22 09:31:33,smartwatch,Call Mom,Hindi,command,Delhi,3.27,2.0,True,0.79,
509,ba108217-0ad7-49a2-b277-16ec59fefbbc,2025-05-17 22:05:27,smart speaker,Turn off the lights,French,command,Paris,5.1,4.0,True,0.95,Android 11
510,46494296-6f58-42c3-bf86-cc319d66e815,2025-01-23 06:36:57,car assistant,Turn off the lights,French,command,Los Angeles,3.34,4.0,,0.55,iOS 15
511,67fd64c4-a334-458a-abd2-b5121335e5db,2025-05-22 02:18:18,smartwatch,Find nearby clothing stores,Mandarin,shopping,Paris,5.54,4.0,True,0.61,iOS 15
512,adedda80-bff9-407d-8d14-a03e83599af6,2025-03-04 03:11:03,smartwatch,Show me comedy shows,Mandarin,entertainment,London,4.9,4.0,True,0.65,iOS 14
513,d942644c-248d-41ec-87f8-d4f0f3ea0184,2025-06-20 04:04:00,tablet,Define artificial intelligence,French,information,Shanghai,4.52,3.0,True,0.74,iOS 15
514,3c6a3174-1136-44a5-a050-9c6208e895d7,2025-05-23 06:25:43,car assistant,Tell me news headlines,French,information,London,3.18,4.0,True,0.53,iOS 15
515,9136f1f8-f310-46dc-a202-bee65cb5e69c,2025-01-13 13:51:11,smart speaker,How to get to Central Park,Hindi,navigation,Shanghai,3.85,6.0,True,0.57,iOS 15
516,732e2016-add7-42c9-a747-b93c9ae77eab,2025-05-25 01:38:23,smartphone,Show me comedy shows,Spanish,entertainment,London,6.51,4.0,True,0.5,Android 11
517,13aec376-c359-410a-b1a6-014c5f3c44dc,2025-02-23 11:24:41,smart speaker,Route to home,Spanish,navigation,Delhi,6.0,3.0,True,0.56,Android 10
518,507b9072-65e5-4f34-9df0-6e8c878aaed9,2025-04-19 05:34:36,tablet,Recommend a podcast,Hindi,entertainment,Delhi,3.04,3.0,True,0.52,iOS 15
519,06a241af-1d0a-47f7-b5e4-a4713fe68c9c,2025-03-14 06:05:36,smartwatch,How tall is the Eiffel Tower?,French,information,Los Angeles,5.2,6.0,True,0.84,iOS 15
520,e9ddebf5-6311-4aca-848a-f4407fc15858,2025-02-15 17:36:43,smart speaker,Play my favorite song,Spanish,command,New York,6.5,4.0,True,0.75,Android 11
521,b43bd27f-42a2-49a6-8664-12854303cbc1,2025-06-23 07:34:00,smart speaker,What's the weather like today?,Mandarin,information,London,1.66,5.0,True,0.86,
522,491b90e9-9ca3-4bb3-bf11-c8ba36ee1640,2025-07-10 18:19:03,car assistant,Call Mom,Spanish,command,London,6.09,2.0,True,0.68,iOS 15
523,da52d2ee-22bf-48f5-9f65-2a87333ee344,2025-01-29 18:12:54,smart speaker,Play latest movie trailers,Spanish,entertainment,Los Angeles,3.67,4.0,False,0.61,iOS 14
524,b69f68c3-e60f-4420-ac33-350c73b911d8,2025-06-22 20:44:13,car assistant,Find nearby clothing stores,English,shopping,London,6.14,4.0,True,0.69,Android 11
525,ae92ea71-cf7d-4b43-9679-742fff4c96d6,2025-05-05 02:46:26,car assistant,Order me a pizza,French,shopping,New York,3.47,4.0,True,0.83,iOS 14
526,109fd8ee-b5a4-4200-98f0-dd23aaf78c67,2025-04-23 18:22:21,smartphone,Tell me news headlines,Hindi,information,Delhi,1.39,4.0,True,0.77,Android 10
527,28524385-d9f2-4d0d-8cc9-f5f2e42e5037,2025-03-09 14:38:44,smart speaker,Directions to nearest gas station,Mandarin,navigation,Delhi,1.74,5.0,True,0.83,Android 11
528,3967e60a-823d-4107-9c8a-c066cb2fafa3,2025-02-17 03:10:48,car assistant,Find nearby clothing stores,Hindi,shopping,Tokyo,5.1,4.0,True,0.76,
529,238d6f44-cac4-40eb-b373-730efc31a597,2025-04-02 22:32:28,smartphone,Set an alarm for 7 AM,English,command,Delhi,5.52,6.0,False,0.8,Android 11
530,5c63b6f3-06ba-4cd3-be78-38c9ca55e38b,2025-05-24 06:30:04,car assistant,How to get to Central Park,Hindi,navigation,London,3.19,6.0,False,0.52,Android 10
531,8d38bbd8-fba6-4bf7-8dbc-c65377a7e8b7,2025-02-20 09:33:19,smart speaker,Show me comedy shows,Spanish,entertainment,New York,6.28,4.0,True,0.84,iOS 14
532,10d4de39-1612-47c9-a25d-f9a89ca8a5c4,2025-05-01 02:47:54,car assistant,Who is the lead actor in Inception?,English,entertainment,Tokyo,1.68,7.0,True,0.54,iOS 14
533,b807d78a-b788-45d1-bfe5-75f665edcfe3,2025-07-05 21:28:55,smartwatch,Navigate to airport,Mandarin,navigation,London,4.87,3.0,True,0.53,iOS 15
534,68d0a2a8-c4e7-47dd-a929-de738693fd9d,2025-01-29 15:24:23,smartphone,Play my favorite song,Mandarin,command,Delhi,2.58,4.0,True,0.55,iOS 14
535,a4704d48-5128-49b1-b8ed-e0ca20156a72,2025-01-29 19:16:05,smartphone,Find nearest coffee shop,Mandarin,navigation,London,3.7,4.0,True,0.98,Android 11
536,8471b4b0-ae1b-4f69-b740-d83173318749,2025-05-14 19:06:37,smartphone,Play my favorite song,Spanish,command,New York,5.09,4.0,True,0.7,Android 10
537,c7bf4fbc-d43c-4d6d-a0c1-ff1e20da8972,2025-03-12 16:01:09,smartwatch,Recommend a podcast,Hindi,entertainment,Paris,3.28,3.0,False,0.56,iOS 14
538,6ec01269-2108-4dd9-b75d-1e3cc48d5650,2025-07-15 07:01:48,smart speaker,Tell me news headlines,French,information,Delhi,4.23,4.0,True,0.84,iOS 15
539,d4d60735-0e2f-4958-9e43-1e06e9247069,2025-02-18 05:15:55,car assistant,Show me comedy shows,French,entertainment,New York,7.01,4.0,False,0.74,Android 10
540,2a26f770-4ddb-4b36-a72c-058884a2576c,2025-03-04 21:38:29,smartphone,Recommend a podcast,English,entertainment,New York,3.85,3.0,,0.83,iOS 14
541,39b86bb2-b596-4a7c-af4a-fa885299e505,2025-05-15 09:10:07,car assistant,Add milk to shopping list,Spanish,shopping,Paris,6.67,5.0,,0.76,
542,e519dd7e-84d6-4c4f-b0df-1684f28e4122,2025-04-21 07:31:19,smartphone,Who is the lead actor in Inception?,Hindi,entertainment,London,2.74,7.0,True,0.57,
543,3240d7a1-4027-4b7d-9430-29a9d88f1c94,2025-04-17 14:04:08,car assistant,What's the weather like today?,Spanish,information,Shanghai,6.06,5.0,True,0.93,iOS 15
544,9d4b2bf9-4d85-49c7-a001-7720200b2903,2025-07-27 04:22:32,smartphone,Show me comedy shows,Spanish,entertainment,London,7.88,4.0,,0.53,iOS 15
545,2b2bb8e9-a417-4093-80a8-a23d17eaec83,2025-03-01 21:11:41,car assistant,Recommend a podcast,Spanish,entertainment,New York,1.46,3.0,True,0.72,Android 10
546,b87b6384-9fdd-4e2e-a8a2-b7ad2bd3cdcd,2025-05-12 02:50:33,tablet,Set an alarm for 7 AM,Hindi,command,Paris,3.41,6.0,True,0.55,Android 10
547,0a8bb5b4-9049-4583-ac86-a890d7b00bdc,2025-01-12 00:27:36,smartphone,Add milk to shopping list,English,shopping,Tokyo,6.15,5.0,True,0.9,
548,a4364fcd-f2d3-4761-8ba3-627914cb0564,2025-04-13 18:46:18,smartwatch,Add milk to shopping list,Spanish,shopping,Paris,4.59,5.0,True,0.98,Android 11
549,92779574-c457-4cc3-b5f7-89bca6b07458,2025-06-11 18:52:12,smartphone,Navigate to airport,Mandarin,navigation,Shanghai,5.74,3.0,True,0.8,Android 11
550,7f7f6c0a-07c0-4116-a394-ed549e3c5a88,2025-04-23 11:56:07,tablet,What's the weather like today?,Spanish,information,New York,3.79,5.0,,0.68,Android 11
551,7ba24588-4d56-4a3d-b4e7-069aa4540937,2025-04-06 02:25:39,car assistant,Buy new headphones,English,shopping,New York,5.17,3.0,False,0.75,Android 10
552,67f5ae02-af5b-4f47-8eae-71cfce000af0,2025-04-26 12:17:04,smartphone,Open the calendar,Spanish,command,Los Angeles,4.69,3.0,True,0.97,Android 10
553,0f5675f8-b048-4aa1-92ae-5c22741b77f5,2025-03-03 09:24:59,smart speaker,Who is the lead actor in Inception?,Mandarin,entertainment,New York,7.34,7.0,True,0.52,
554,76e5ae78-7bf7-41d3-aa66-2fce7089fc6d,2025-03-21 05:37:56,smartphone,Recommend a podcast,French,entertainment,Shanghai,5.51,3.0,False,0.98,iOS 14
555,5005680f-24c7-48a5-9b4e-164b5716dc2e,2025-05-05 00:14:40,car assistant,Define artificial intelligence,Hindi,information,Tokyo,5.68,3.0,True,0.74,
556,586a346a-dc5b-47d1-bcef-1972bbf483ce,2025-06-04 20:18:29,smart speaker,Find nearby clothing stores,Spanish,shopping,New York,4.18,4.0,True,0.83,
557,83d5bceb-5edb-48ee-82ba-f0e02179e3f0,2025-02-11 05:42:21,smartwatch,Track my Amazon order,Hindi,shopping,Shanghai,4.02,4.0,False,0.64,Android 11
558,1f5d988f-776a-4f09-bde2-885951b1943c,2025-04-14 21:01:00,smartwatch,Who is the lead actor in Inception?,Spanish,entertainment,Delhi,4.13,7.0,True,0.85,
559,18c8a616-2410-4e9a-bf77-9cae7318b96d,2025-01-20 15:40:31,smartwatch,Buy new headphones,French,shopping,Paris,5.79,3.0,False,0.6,
560,dd39d793-6257-44a2-b204-be894a4b5563,2025-06-12 09:17:53,smartwatch,Turn off the lights,Spanish,command,Shanghai,4.16,4.0,True,0.85,Android 11
561,e6fdd7af-dd84-4acc-b672-94643f8ea40a,2025-03-04 00:30:31,smartphone,Open the calendar,Hindi,command,Shanghai,5.58,3.0,True,0.97,Android 10
562,93e34c35-ef0a-473d-93d2-d56dd0401587,2025-05-02 10:42:51,car assistant,Call Mom,English,command,Shanghai,9.15,2.0,True,0.51,iOS 15
563,7f8e5483-28ca-4a1d-835b-ec2c3098f7b2,2025-07-19 21:34:59,smartphone,Who won the game last night?,Mandarin,information,Tokyo,6.74,6.0,False,0.99,Android 11
564,4efc8248-e10b-4a47-bfae-b7487781321e,2025-07-13 03:49:37,smart speaker,How tall is the Eiffel Tower?,Spanish,information,Tokyo,4.35,6.0,True,0.52,Android 10
565,64ab851b-f1fa-46e7-970d-750705eee1d4,2025-07-16 07:05:01,smartphone,Add milk to shopping list,Spanish,shopping,Paris,7.4,5.0,True,0.69,
566,3713b466-3da0-4476-b778-c676750d112e,2025-05-18 01:13:14,smartwatch,Tell me news headlines,Hindi,information,Delhi,4.18,4.0,,0.98,iOS 14
567,7eb162f1-4806-4804-8cf0-374c0c74dc0f,2025-07-02 18:11:14,smartphone,Turn off the lights,French,command,Tokyo,1.78,4.0,True,0.91,Android 11
568,d8e049de-0217-4a0e-8964-90ab4926ce5f,2025-02-11 17:56:43,car assistant,Add milk to shopping list,Spanish,shopping,Tokyo,2.98,5.0,False,0.65,iOS 15
569,43b47ee5-e1e8-4e7e-a249-8f666e51484d,2025-05-23 01:17:40,smartphone,Find nearest coffee shop,French,navigation,New York,1.26,4.0,True,0.52,Android 11
570,0b95017c-5dae-4201-a73b-a8bdc38c1dec,2025-06-05 13:41:28,car assistant,Turn off the lights,Spanish,command,Shanghai,4.3,4.0,,0.5,Android 10
571,31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,2025-05-21 18:57:59,smart speaker,Who won the game last night?,Mandarin,information,Shanghai,5.04,6.0,True,0.89,
